,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Event Name,Event Type,Department,Event Date,Feedback Comments,Overall Satisfaction
671,423,7,9,5,10,10,7,7,3,Robotics Challenge,Tech Fest,Mechanical,10/05/2031,Disorganized and waste of time.,7.25
672,140,7,10,6,8,6,10,9,6,Business Seminar,Seminar,Business,14/05/2031,"It was okay, but could be better.",7.75
673,135,8,9,7,3,6,10,2,9,Cultural Night,Cultural,Student Affairs,18/05/2031,Amazing and very helpful!,6.75
674,786,5,4,7,5,5,6,7,1,Code-a-thon,Tech Fest,Computer Science,22/05/2031,Disorganized and waste of time.,5.00
675,601,8,9,4,5,4,3,1,10,AI Workshop,Workshop,Computer Science,26/05/2031,Amazing and very helpful!,5.50
676,493,9,4,4,9,4,3,6,7,Robotics Challenge,Tech Fest,Mechanical,30/05/2031,"It was okay, but could be better.",5.75
677,553,7,2,4,7,3,5,1,3,Business Seminar,Seminar,Business,03/06/2031,Disorganized and waste of time.,4.00
678,27,7,3,5,5,5,1,8,6,Cultural Night,Cultural,Student Affairs,07/06/2031,"It was okay, but could be better.",5.00
679,257,8,5,6,4,4,1,5,4,Code-a-thon,Tech Fest,Computer Science,11/06/2031,Disorganized and waste of time.,4.63
680,225,10,4,5,9,3,6,9,4,AI Workshop,Workshop,Computer Science,15/06/2031,Disorganized and waste of time.,6.25
681,788,6,5,6,3,10,4,3,8,Robotics Challenge,Tech Fest,Mechanical,19/06/2031,Amazing and very helpful!,5.63
682,37,8,9,5,3,4,3,5,2,Business Seminar,Seminar,Business,23/06/2031,Disorganized and waste of time.,4.88
683,170,5,10,7,2,8,5,9,5,Cultural Night,Cultural,Student Affairs,27/06/2031,"It was okay, but could be better.",6.38
684,528,9,2,5,2,6,5,1,6,Code-a-thon,Tech Fest,Computer Science,01/07/2031,"It was okay, but could be better.",4.50
685,600,7,8,6,10,6,7,7,6,AI Workshop,Workshop,Computer Science,05/07/2031,"It was okay, but could be better.",7.13
686,655,7,8,5,4,1,6,6,8,Robotics Challenge,Tech Fest,Mechanical,09/07/2031,Amazing and very helpful!,5.63
687,74,8,8,6,1,2,5,2,6,Business Seminar,Seminar,Business,13/07/2031,"It was okay, but could be better.",4.75
688,505,9,6,8,5,8,4,7,6,Cultural Night,Cultural,Student Affairs,17/07/2031,"It was okay, but could be better.",6.63
689,377,5,5,7,3,9,6,1,4,Code-a-thon,Tech Fest,Computer Science,21/07/2031,Disorganized and waste of time.,5.00
690,808,8,6,4,5,1,8,8,3,AI Workshop,Workshop,Computer Science,25/07/2031,Disorganized and waste of time.,5.38
691,366,9,9,8,2,1,10,5,2,Robotics Challenge,Tech Fest,Mechanical,29/07/2031,Disorganized and waste of time.,5.75
692,238,8,7,5,10,10,9,7,10,Business Seminar,Seminar,Business,02/08/2031,Amazing and very helpful!,8.25
693,255,9,10,7,10,3,2,7,8,Cultural Night,Cultural,Student Affairs,06/08/2031,Amazing and very helpful!,7.00
694,123,10,2,4,5,9,8,3,5,Code-a-thon,Tech Fest,Computer Science,10/08/2031,"It was okay, but could be better.",5.75
695,663,6,2,8,2,5,7,5,7,AI Workshop,Workshop,Computer Science,14/08/2031,"It was okay, but could be better.",5.25
696,876,6,7,4,4,9,2,5,9,Robotics Challenge,Tech Fest,Mechanical,18/08/2031,Amazing and very helpful!,5.75
697,690,5,10,8,4,2,7,9,6,Business Seminar,Seminar,Business,22/08/2031,"It was okay, but could be better.",6.38
698,309,5,8,4,9,2,1,4,5,Cultural Night,Cultural,Student Affairs,26/08/2031,"It was okay, but could be better.",4.75
699,693,7,9,8,1,5,10,3,7,Code-a-thon,Tech Fest,Computer Science,30/08/2031,"It was okay, but could be better.",6.25
700,226,7,6,8,8,8,5,8,8,AI Workshop,Workshop,Computer Science,03/09/2031,Amazing and very helpful!,7.25
701,951,10,10,7,10,5,9,7,1,Robotics Challenge,Tech Fest,Mechanical,07/09/2031,Disorganized and waste of time.,7.38
702,260,9,3,7,4,7,2,8,3,Business Seminar,Seminar,Business,11/09/2031,Disorganized and waste of time.,5.38
703,243,9,8,8,8,4,10,8,9,Cultural Night,Cultural,Student Affairs,15/09/2031,Amazing and very helpful!,8.00
704,222,5,4,4,2,7,9,5,3,Code-a-thon,Tech Fest,Computer Science,19/09/2031,Disorganized and waste of time.,4.88
705,314,5,10,6,8,6,6,10,4,AI Workshop,Workshop,Computer Science,23/09/2031,Disorganized and waste of time.,6.88
706,229,7,6,8,2,2,10,8,8,Robotics Challenge,Tech Fest,Mechanical,27/09/2031,Amazing and very helpful!,6.38
707,85,5,6,8,9,3,4,4,4,Business Seminar,Seminar,Business,01/10/2031,Disorganized and waste of time.,5.38
708,76,8,9,8,6,3,10,7,2,Cultural Night,Cultural,Student Affairs,05/10/2031,Disorganized and waste of time.,6.63
709,887,6,9,5,8,9,7,6,2,Code-a-thon,Tech Fest,Computer Science,09/10/2031,Disorganized and waste of time.,6.50
710,582,8,4,7,8,1,5,9,3,AI Workshop,Workshop,Computer Science,13/10/2031,Disorganized and waste of time.,5.63
711,674,8,5,6,8,7,10,2,7,Robotics Challenge,Tech Fest,Mechanical,17/10/2031,"It was okay, but could be better.",6.63
712,986,7,2,6,2,4,7,10,7,Business Seminar,Seminar,Business,21/10/2031,"It was okay, but could be better.",5.63
713,511,8,4,4,5,2,10,10,6,Cultural Night,Cultural,Student Affairs,25/10/2031,"It was okay, but could be better.",6.13
714,879,6,10,5,10,9,5,5,4,Code-a-thon,Tech Fest,Computer Science,29/10/2031,Disorganized and waste of time.,6.75
715,401,8,10,7,2,8,10,8,9,AI Workshop,Workshop,Computer Science,02/11/2031,Amazing and very helpful!,7.75
716,514,6,6,7,10,7,7,6,3,Robotics Challenge,Tech Fest,Mechanical,06/11/2031,Disorganized and waste of time.,6.50
717,750,10,3,8,1,5,1,3,5,Business Seminar,Seminar,Business,10/11/2031,"It was okay, but could be better.",4.50
718,156,7,4,7,9,10,8,5,8,Cultural Night,Cultural,Student Affairs,14/11/2031,Amazing and very helpful!,7.25
719,775,5,6,7,2,5,4,1,4,Code-a-thon,Tech Fest,Computer Science,18/11/2031,Disorganized and waste of time.,4.25
720,329,9,8,8,5,3,3,10,8,AI Workshop,Workshop,Computer Science,22/11/2031,Amazing and very helpful!,6.75
721,467,8,10,5,7,7,1,3,6,Robotics Challenge,Tech Fest,Mechanical,26/11/2031,"It was okay, but could be better.",5.88
722,178,7,7,4,7,1,2,1,2,Business Seminar,Seminar,Business,30/11/2031,Disorganized and waste of time.,3.88
723,549,5,3,7,6,8,8,5,5,Cultural Night,Cultural,Student Affairs,04/12/2031,"It was okay, but could be better.",5.88
724,453,8,4,4,4,2,8,1,4,Code-a-thon,Tech Fest,Computer Science,08/12/2031,Disorganized and waste of time.,4.38
725,307,6,9,5,1,6,5,3,5,AI Workshop,Workshop,Computer Science,12/12/2031,"It was okay, but could be better.",5.00
726,472,6,8,7,7,9,9,2,3,Robotics Challenge,Tech Fest,Mechanical,16/12/2031,Disorganized and waste of time.,6.38
727,392,7,7,4,9,7,10,8,4,Business Seminar,Seminar,Business,20/12/2031,Disorganized and waste of time.,7.00
728,65,6,4,4,6,3,10,8,3,Cultural Night,Cultural,Student Affairs,24/12/2031,Disorganized and waste of time.,5.50
729,575,9,4,7,7,1,1,5,1,Code-a-thon,Tech Fest,Computer Science,28/12/2031,Disorganized and waste of time.,4.38
730,855,8,3,6,4,1,1,9,7,AI Workshop,Workshop,Computer Science,01/01/2032,"It was okay, but could be better.",4.88
731,791,5,9,4,4,1,4,10,9,Robotics Challenge,Tech Fest,Mechanical,05/01/2032,Amazing and very helpful!,5.75
732,391,5,3,7,6,7,6,9,4,Business Seminar,Seminar,Business,09/01/2032,Disorganized and waste of time.,5.88
733,973,6,3,4,6,4,6,6,9,Cultural Night,Cultural,Student Affairs,13/01/2032,Amazing and very helpful!,5.50
734,828,8,3,5,2,9,5,6,3,Code-a-thon,Tech Fest,Computer Science,17/01/2032,Disorganized and waste of time.,5.13
735,247,6,9,6,5,2,2,3,7,AI Workshop,Workshop,Computer Science,21/01/2032,"It was okay, but could be better.",5.00
736,412,9,2,5,8,7,2,10,4,Robotics Challenge,Tech Fest,Mechanical,25/01/2032,Disorganized and waste of time.,5.88
737,67,7,9,4,3,9,1,1,2,Business Seminar,Seminar,Business,29/01/2032,Disorganized and waste of time.,4.50
738,289,5,2,5,8,9,2,7,2,Cultural Night,Cultural,Student Affairs,02/02/2032,Disorganized and waste of time.,5.00
739,399,10,6,4,8,6,5,10,4,Code-a-thon,Tech Fest,Computer Science,06/02/2032,Disorganized and waste of time.,6.63
740,138,8,5,8,8,10,4,2,6,AI Workshop,Workshop,Computer Science,10/02/2032,"It was okay, but could be better.",6.38
741,537,10,6,4,9,9,5,7,5,Robotics Challenge,Tech Fest,Mechanical,14/02/2032,"It was okay, but could be better.",6.88
742,265,5,9,7,6,5,6,5,3,Business Seminar,Seminar,Business,18/02/2032,Disorganized and waste of time.,5.75
743,724,5,2,6,1,7,3,3,1,Cultural Night,Cultural,Student Affairs,22/02/2032,Disorganized and waste of time.,3.50
744,653,5,6,5,6,6,3,9,2,Code-a-thon,Tech Fest,Computer Science,26/02/2032,Disorganized and waste of time.,5.25
745,318,6,8,5,10,6,7,10,8,AI Workshop,Workshop,Computer Science,01/03/2032,Amazing and very helpful!,7.50
746,232,6,8,5,5,1,1,7,8,Robotics Challenge,Tech Fest,Mechanical,05/03/2032,Amazing and very helpful!,5.13
747,21,9,7,5,3,6,6,1,6,Business Seminar,Seminar,Business,09/03/2032,"It was okay, but could be better.",5.38
748,998,9,7,5,1,2,2,1,10,Cultural Night,Cultural,Student Affairs,13/03/2032,Amazing and very helpful!,4.63
749,694,9,8,8,10,7,7,7,2,Code-a-thon,Tech Fest,Computer Science,17/03/2032,Disorganized and waste of time.,7.25
750,927,6,2,6,2,10,3,6,4,AI Workshop,Workshop,Computer Science,21/03/2032,Disorganized and waste of time.,4.88
751,348,7,9,5,6,5,5,8,6,Robotics Challenge,Tech Fest,Mechanical,25/03/2032,"It was okay, but could be better.",6.38
752,968,6,7,6,3,8,1,9,3,Business Seminar,Seminar,Business,29/03/2032,Disorganized and waste of time.,5.38
753,992,10,6,4,3,8,6,10,3,Cultural Night,Cultural,Student Affairs,02/04/2032,Disorganized and waste of time.,6.25
754,764,9,3,7,6,3,8,10,2,Code-a-thon,Tech Fest,Computer Science,06/04/2032,Disorganized and waste of time.,6.00
755,587,5,4,8,2,2,2,4,10,AI Workshop,Workshop,Computer Science,10/04/2032,Amazing and very helpful!,4.63
756,944,10,8,6,8,8,7,9,6,Robotics Challenge,Tech Fest,Mechanical,14/04/2032,"It was okay, but could be better.",7.75
757,239,5,10,4,3,2,7,4,4,Business Seminar,Seminar,Business,18/04/2032,Disorganized and waste of time.,4.88
758,886,7,7,5,5,10,1,9,9,Cultural Night,Cultural,Student Affairs,22/04/2032,Amazing and very helpful!,6.63
759,23,9,7,4,2,1,2,9,3,Code-a-thon,Tech Fest,Computer Science,26/04/2032,Disorganized and waste of time.,4.63
760,458,6,2,4,6,6,10,4,1,AI Workshop,Workshop,Computer Science,30/04/2032,Disorganized and waste of time.,4.88
761,822,6,2,7,1,5,4,1,10,Robotics Challenge,Tech Fest,Mechanical,04/05/2032,Amazing and very helpful!,4.50
762,413,7,10,4,2,3,1,10,1,Business Seminar,Seminar,Business,08/05/2032,Disorganized and waste of time.,4.75
763,563,7,4,8,8,7,3,3,10,Cultural Night,Cultural,Student Affairs,12/05/2032,Amazing and very helpful!,6.25
764,331,8,8,7,5,10,4,7,5,Code-a-thon,Tech Fest,Computer Science,16/05/2032,"It was okay, but could be better.",6.75
765,434,7,7,7,6,1,8,9,6,AI Workshop,Workshop,Computer Science,20/05/2032,"It was okay, but could be better.",6.38
766,456,10,4,8,6,5,1,10,1,Robotics Challenge,Tech Fest,Mechanical,24/05/2032,Disorganized and waste of time.,5.63
767,430,9,6,4,9,8,6,4,3,Business Seminar,Seminar,Business,28/05/2032,Disorganized and waste of time.,6.13
768,896,6,8,7,5,4,4,5,5,Cultural Night,Cultural,Student Affairs,01/06/2032,"It was okay, but could be better.",5.50
769,451,9,3,6,10,7,8,9,10,Code-a-thon,Tech Fest,Computer Science,05/06/2032,Amazing and very helpful!,7.75
770,477,5,2,5,6,10,6,10,8,AI Workshop,Workshop,Computer Science,09/06/2032,Amazing and very helpful!,6.50
771,9,7,5,4,5,1,3,5,6,Robotics Challenge,Tech Fest,Mechanical,13/06/2032,"It was okay, but could be better.",4.50
772,325,7,5,7,6,1,5,8,6,Business Seminar,Seminar,Business,17/06/2032,"It was okay, but could be better.",5.63
773,812,9,5,4,4,2,4,2,6,Cultural Night,Cultural,Student Affairs,21/06/2032,"It was okay, but could be better.",4.50
774,727,7,2,6,4,2,10,9,5,Code-a-thon,Tech Fest,Computer Science,25/06/2032,"It was okay, but could be better.",5.63
775,928,6,7,6,9,4,8,5,8,AI Workshop,Workshop,Computer Science,29/06/2032,Amazing and very helpful!,6.63
776,134,9,9,7,4,7,10,8,3,Robotics Challenge,Tech Fest,Mechanical,03/07/2032,Disorganized and waste of time.,7.13
777,819,6,7,8,8,9,10,2,2,Business Seminar,Seminar,Business,07/07/2032,Disorganized and waste of time.,6.50
778,230,7,2,8,2,6,1,9,2,Cultural Night,Cultural,Student Affairs,11/07/2032,Disorganized and waste of time.,4.63
779,520,9,3,5,6,7,10,10,3,Code-a-thon,Tech Fest,Computer Science,15/07/2032,Disorganized and waste of time.,6.63
780,326,7,10,8,8,6,4,9,7,AI Workshop,Workshop,Computer Science,19/07/2032,"It was okay, but could be better.",7.38
781,142,6,8,4,10,8,5,8,6,Robotics Challenge,Tech Fest,Mechanical,23/07/2032,"It was okay, but could be better.",6.88
782,491,5,4,8,6,1,3,4,4,Business Seminar,Seminar,Business,27/07/2032,Disorganized and waste of time.,4.38
783,379,7,5,6,2,9,7,3,10,Cultural Night,Cultural,Student Affairs,31/07/2032,Amazing and very helpful!,6.13
784,465,5,2,8,8,6,8,2,4,Code-a-thon,Tech Fest,Computer Science,04/08/2032,Disorganized and waste of time.,5.38
785,756,6,7,7,3,2,6,9,7,AI Workshop,Workshop,Computer Science,08/08/2032,"It was okay, but could be better.",5.88
786,347,6,8,7,3,5,1,2,8,Robotics Challenge,Tech Fest,Mechanical,12/08/2032,Amazing and very helpful!,5.00
787,237,10,4,5,8,7,8,2,8,Business Seminar,Seminar,Business,16/08/2032,Amazing and very helpful!,6.50
788,642,5,7,6,8,9,6,6,7,Cultural Night,Cultural,Student Affairs,20/08/2032,"It was okay, but could be better.",6.75
789,506,9,7,4,1,5,7,5,1,Code-a-thon,Tech Fest,Computer Science,24/08/2032,Disorganized and waste of time.,4.88
790,646,7,8,5,4,7,8,8,8,AI Workshop,Workshop,Computer Science,28/08/2032,Amazing and very helpful!,6.88
791,382,10,10,7,5,2,3,6,3,Robotics Challenge,Tech Fest,Mechanical,01/09/2032,Disorganized and waste of time.,5.75
792,256,6,7,4,5,9,8,6,5,Business Seminar,Seminar,Business,05/09/2032,"It was okay, but could be better.",6.25
793,327,8,8,5,10,2,1,10,5,Cultural Night,Cultural,Student Affairs,09/09/2032,"It was okay, but could be better.",6.13
794,624,7,3,7,10,2,1,8,8,Code-a-thon,Tech Fest,Computer Science,13/09/2032,Amazing and very helpful!,5.75
795,155,8,8,8,10,3,9,7,3,AI Workshop,Workshop,Computer Science,17/09/2032,Disorganized and waste of time.,7.00
796,578,8,10,7,4,5,8,7,6,Robotics Challenge,Tech Fest,Mechanical,21/09/2032,"It was okay, but could be better.",6.88
797,640,10,9,4,10,2,4,3,1,Business Seminar,Seminar,Business,25/09/2032,Disorganized and waste of time.,5.38
798,997,9,8,8,6,8,3,3,10,Cultural Night,Cultural,Student Affairs,29/09/2032,Amazing and very helpful!,6.88
799,242,7,9,5,4,5,9,1,4,Code-a-thon,Tech Fest,Computer Science,03/10/2032,Disorganized and waste of time.,5.50
800,344,7,6,8,9,8,3,8,5,AI Workshop,Workshop,Computer Science,07/10/2032,"It was okay, but could be better.",6.75
801,699,9,5,4,8,4,2,2,8,Robotics Challenge,Tech Fest,Mechanical,11/10/2032,Amazing and very helpful!,5.25
802,77,9,4,5,9,2,1,5,10,Business Seminar,Seminar,Business,15/10/2032,Amazing and very helpful!,5.63
803,821,8,9,5,5,8,9,4,9,Cultural Night,Cultural,Student Affairs,19/10/2032,Amazing and very helpful!,7.13
804,903,9,8,8,8,4,8,4,1,Code-a-thon,Tech Fest,Computer Science,23/10/2032,Disorganized and waste of time.,6.25
805,540,9,10,7,3,2,4,4,5,AI Workshop,Workshop,Computer Science,27/10/2032,"It was okay, but could be better.",5.50
806,596,5,8,7,7,1,2,10,3,Robotics Challenge,Tech Fest,Mechanical,31/10/2032,Disorganized and waste of time.,5.38
807,169,8,2,6,3,3,6,9,3,Business Seminar,Seminar,Business,04/11/2032,Disorganized and waste of time.,5.00
808,526,9,5,5,5,2,6,4,9,Cultural Night,Cultural,Student Affairs,08/11/2032,Amazing and very helpful!,5.63
809,361,7,2,6,4,5,7,8,3,Code-a-thon,Tech Fest,Computer Science,12/11/2032,Disorganized and waste of time.,5.25
810,917,8,6,5,3,7,5,4,8,AI Workshop,Workshop,Computer Science,16/11/2032,Amazing and very helpful!,5.75
811,342,5,9,8,1,9,8,7,10,Robotics Challenge,Tech Fest,Mechanical,20/11/2032,Amazing and very helpful!,7.13
812,599,5,2,4,8,4,8,9,5,Business Seminar,Seminar,Business,24/11/2032,"It was okay, but could be better.",5.63
813,875,5,4,7,3,5,6,4,5,Cultural Night,Cultural,Student Affairs,28/11/2032,"It was okay, but could be better.",4.88
814,745,5,9,5,10,8,2,9,1,Code-a-thon,Tech Fest,Computer Science,02/12/2032,Disorganized and waste of time.,6.13
815,131,9,4,8,2,7,5,2,10,AI Workshop,Workshop,Computer Science,06/12/2032,Amazing and very helpful!,5.88
816,143,6,6,7,8,10,3,3,9,Robotics Challenge,Tech Fest,Mechanical,10/12/2032,Amazing and very helpful!,6.50
817,666,10,5,6,8,1,2,7,7,Business Seminar,Seminar,Business,14/12/2032,"It was okay, but could be better.",5.75
818,104,8,5,4,2,7,9,4,4,Cultural Night,Cultural,Student Affairs,18/12/2032,Disorganized and waste of time.,5.38
819,964,8,5,5,3,10,5,5,3,Code-a-thon,Tech Fest,Computer Science,22/12/2032,Disorganized and waste of time.,5.50
820,208,8,7,5,7,2,3,2,8,AI Workshop,Workshop,Computer Science,26/12/2032,Amazing and very helpful!,5.25
821,774,7,10,5,4,6,10,9,6,Robotics Challenge,Tech Fest,Mechanical,30/12/2032,"It was okay, but could be better.",7.13
822,346,10,7,4,9,3,2,10,8,Business Seminar,Seminar,Business,03/01/2033,Amazing and very helpful!,6.63
823,97,7,8,7,9,6,3,10,7,Cultural Night,Cultural,Student Affairs,07/01/2033,"It was okay, but could be better.",7.13
824,306,9,10,4,1,3,3,2,5,Code-a-thon,Tech Fest,Computer Science,11/01/2033,"It was okay, but could be better.",4.63
825,18,9,6,6,1,5,8,4,10,AI Workshop,Workshop,Computer Science,15/01/2033,Amazing and very helpful!,6.13
826,284,5,7,6,3,10,3,8,6,Robotics Challenge,Tech Fest,Mechanical,19/01/2033,"It was okay, but could be better.",6.00
827,173,5,7,5,10,10,10,3,10,Business Seminar,Seminar,Business,23/01/2033,Amazing and very helpful!,7.50
828,558,7,9,5,5,9,7,3,5,Cultural Night,Cultural,Student Affairs,27/01/2033,"It was okay, but could be better.",6.25
829,51,7,2,6,2,8,2,10,2,Code-a-thon,Tech Fest,Computer Science,31/01/2033,Disorganized and waste of time.,4.88
830,357,5,8,7,5,4,1,8,8,AI Workshop,Workshop,Computer Science,04/02/2033,Amazing and very helpful!,5.75
831,692,8,8,6,9,5,8,7,10,Robotics Challenge,Tech Fest,Mechanical,08/02/2033,Amazing and very helpful!,7.63
832,26,8,2,6,10,9,9,4,5,Business Seminar,Seminar,Business,12/02/2033,"It was okay, but could be better.",6.63
833,386,9,5,5,4,6,5,7,7,Cultural Night,Cultural,Student Affairs,16/02/2033,"It was okay, but could be better.",6.00
834,287,5,9,5,5,10,8,4,10,Code-a-thon,Tech Fest,Computer Science,20/02/2033,Amazing and very helpful!,7.00
835,974,8,10,4,2,4,9,8,7,AI Workshop,Workshop,Computer Science,24/02/2033,"It was okay, but could be better.",6.50
836,683,6,9,4,8,5,5,1,10,Robotics Challenge,Tech Fest,Mechanical,28/02/2033,Amazing and very helpful!,6.00
837,374,6,9,4,6,2,6,7,8,Business Seminar,Seminar,Business,04/03/2033,Amazing and very helpful!,6.00
838,278,10,8,7,8,6,7,8,1,Cultural Night,Cultural,Student Affairs,08/03/2033,Disorganized and waste of time.,6.88
839,367,10,4,8,3,3,9,5,7,Code-a-thon,Tech Fest,Computer Science,12/03/2033,"It was okay, but could be better.",6.13
840,800,7,4,5,2,1,6,3,9,AI Workshop,Workshop,Computer Science,16/03/2033,Amazing and very helpful!,4.63
841,11,9,5,6,8,5,6,7,7,Robotics Challenge,Tech Fest,Mechanical,20/03/2033,"It was okay, but could be better.",6.63
842,310,5,8,5,9,4,4,9,10,Business Seminar,Seminar,Business,24/03/2033,Amazing and very helpful!,6.75
843,910,5,8,7,10,8,2,4,8,Cultural Night,Cultural,Student Affairs,28/03/2033,Amazing and very helpful!,6.50
844,440,5,7,8,9,7,1,8,10,Code-a-thon,Tech Fest,Computer Science,01/04/2033,Amazing and very helpful!,6.88
845,441,7,8,5,3,1,8,6,8,AI Workshop,Workshop,Computer Science,05/04/2033,Amazing and very helpful!,5.75
846,146,8,7,5,6,9,2,9,10,Robotics Challenge,Tech Fest,Mechanical,09/04/2033,Amazing and very helpful!,7.00
847,614,8,2,6,7,8,6,6,5,Business Seminar,Seminar,Business,13/04/2033,"It was okay, but could be better.",6.00
848,262,10,5,4,9,6,9,9,3,Cultural Night,Cultural,Student Affairs,17/04/2033,Disorganized and waste of time.,6.88
849,34,9,7,8,9,8,2,8,9,Code-a-thon,Tech Fest,Computer Science,21/04/2033,Amazing and very helpful!,7.50
850,407,9,8,8,6,2,9,6,4,AI Workshop,Workshop,Computer Science,25/04/2033,Disorganized and waste of time.,6.50
851,564,5,10,5,6,8,5,3,1,Robotics Challenge,Tech Fest,Mechanical,29/04/2033,Disorganized and waste of time.,5.38
852,538,8,7,4,6,10,5,2,9,Business Seminar,Seminar,Business,03/05/2033,Amazing and very helpful!,6.38
853,748,5,8,6,1,10,2,4,9,Cultural Night,Cultural,Student Affairs,07/05/2033,Amazing and very helpful!,5.63
854,675,8,7,8,9,8,6,2,8,Code-a-thon,Tech Fest,Computer Science,11/05/2033,Amazing and very helpful!,7.00
855,224,10,7,7,6,2,1,7,9,AI Workshop,Workshop,Computer Science,15/05/2033,Amazing and very helpful!,6.13
856,10,8,3,7,4,3,6,4,1,Robotics Challenge,Tech Fest,Mechanical,19/05/2033,Disorganized and waste of time.,4.50
857,708,5,3,5,4,5,9,6,4,Business Seminar,Seminar,Business,23/05/2033,Disorganized and waste of time.,5.13
858,636,7,3,6,9,5,4,6,3,Cultural Night,Cultural,Student Affairs,27/05/2033,Disorganized and waste of time.,5.38
859,218,7,8,4,4,1,4,6,4,Code-a-thon,Tech Fest,Computer Science,31/05/2033,Disorganized and waste of time.,4.75
860,193,5,9,4,6,5,7,1,9,AI Workshop,Workshop,Computer Science,04/06/2033,Amazing and very helpful!,5.75
861,106,6,6,5,8,3,1,9,7,Robotics Challenge,Tech Fest,Mechanical,08/06/2033,"It was okay, but could be better.",5.63
862,834,8,2,7,4,1,8,9,2,Business Seminar,Seminar,Business,12/06/2033,Disorganized and waste of time.,5.13
863,597,5,4,8,4,8,7,3,4,Cultural Night,Cultural,Student Affairs,16/06/2033,Disorganized and waste of time.,5.38
864,45,8,5,6,1,5,9,2,9,Code-a-thon,Tech Fest,Computer Science,20/06/2033,Amazing and very helpful!,5.63
865,264,5,2,4,4,7,6,4,1,AI Workshop,Workshop,Computer Science,24/06/2033,Disorganized and waste of time.,4.13
866,219,10,4,5,7,9,10,8,3,Robotics Challenge,Tech Fest,Mechanical,28/06/2033,Disorganized and waste of time.,7.00
867,249,10,2,5,6,8,1,8,9,Business Seminar,Seminar,Business,02/07/2033,Amazing and very helpful!,6.13
868,507,9,2,6,2,7,9,7,9,Cultural Night,Cultural,Student Affairs,06/07/2033,Amazing and very helpful!,6.38
869,383,10,10,8,10,4,9,3,10,Code-a-thon,Tech Fest,Computer Science,10/07/2033,Amazing and very helpful!,8.00
870,631,10,8,5,3,9,9,8,3,AI Workshop,Workshop,Computer Science,14/07/2033,Disorganized and waste of time.,6.88
871,502,6,3,5,1,8,4,7,8,Robotics Challenge,Tech Fest,Mechanical,18/07/2033,Amazing and very helpful!,5.25
872,792,10,2,6,7,7,5,6,9,Business Seminar,Seminar,Business,22/07/2033,Amazing and very helpful!,6.50
873,271,8,10,6,5,7,10,10,2,Cultural Night,Cultural,Student Affairs,26/07/2033,Disorganized and waste of time.,7.25
874,194,6,3,5,4,1,10,8,3,Code-a-thon,Tech Fest,Computer Science,30/07/2033,Disorganized and waste of time.,5.00
875,937,8,8,4,10,1,5,9,3,AI Workshop,Workshop,Computer Science,03/08/2033,Disorganized and waste of time.,6.00
876,726,6,4,4,7,7,3,6,4,Robotics Challenge,Tech Fest,Mechanical,07/08/2033,Disorganized and waste of time.,5.13
877,339,6,10,5,9,4,3,6,5,Business Seminar,Seminar,Business,11/08/2033,"It was okay, but could be better.",6.00
878,841,8,9,8,3,4,4,7,1,Cultural Night,Cultural,Student Affairs,15/08/2033,Disorganized and waste of time.,5.50
879,874,9,7,6,9,6,1,6,3,Code-a-thon,Tech Fest,Computer Science,19/08/2033,Disorganized and waste of time.,5.88
880,214,6,6,4,3,1,3,4,6,AI Workshop,Workshop,Computer Science,23/08/2033,"It was okay, but could be better.",4.13
881,924,9,10,5,5,6,4,1,8,Robotics Challenge,Tech Fest,Mechanical,27/08/2033,Amazing and very helpful!,6.00
882,203,8,7,8,9,4,10,8,10,Business Seminar,Seminar,Business,31/08/2033,Amazing and very helpful!,8.00
883,629,8,3,7,4,4,8,1,10,Cultural Night,Cultural,Student Affairs,04/09/2033,Amazing and very helpful!,5.63
884,354,6,3,7,10,1,1,10,6,Code-a-thon,Tech Fest,Computer Science,08/09/2033,"It was okay, but could be better.",5.50
885,857,9,8,6,5,7,8,1,9,AI Workshop,Workshop,Computer Science,12/09/2033,Amazing and very helpful!,6.63
886,424,5,3,7,3,8,6,5,7,Robotics Challenge,Tech Fest,Mechanical,16/09/2033,"It was okay, but could be better.",5.50
887,872,6,10,8,8,2,2,1,4,Business Seminar,Seminar,Business,20/09/2033,Disorganized and waste of time.,5.13
888,116,8,5,6,3,5,3,1,9,Cultural Night,Cultural,Student Affairs,24/09/2033,Amazing and very helpful!,5.00
889,308,9,10,7,10,3,2,10,9,Code-a-thon,Tech Fest,Computer Science,28/09/2033,Amazing and very helpful!,7.50
890,698,5,9,6,3,6,9,9,9,AI Workshop,Workshop,Computer Science,02/10/2033,Amazing and very helpful!,7.00
891,622,9,10,7,7,6,2,8,4,Robotics Challenge,Tech Fest,Mechanical,06/10/2033,Disorganized and waste of time.,6.63
892,103,9,6,4,6,1,3,10,6,Business Seminar,Seminar,Business,10/10/2033,"It was okay, but could be better.",5.63
893,464,5,4,8,6,4,10,1,6,Cultural Night,Cultural,Student Affairs,14/10/2033,"It was okay, but could be better.",5.50
894,870,10,4,6,3,8,2,3,7,Code-a-thon,Tech Fest,Computer Science,18/10/2033,"It was okay, but could be better.",5.38
